Geneid	D-1
KDM5A	794
TIFA	190
MARVELD3	4
ZNF830	396
PCIF1	977
QTRT2	556
PRAMEF33	0
TAX1BP3	4
GCSAM	215
PHLDB2	2
BHMT2	0
HCAR2	1
PPARD	773
SLC13A4	11
TMEM132E	0
LOC105372068	0
SNORA111	0
MIR4318	0
MIR924HG	0
MIR5583-2	0
MIR5583-1	0
LINC01902	2
LINC01477	0
KC6	1
LINC00907	0
LINC01478	0
LINC01601	0
BBS2	238
SLC14A2-AS1	0
GUCA2A	0
NR1H2	903
C18orf25	428
GPR174	21
SERPINB1	1959
RAI1	592
SMCP	0
MAP2K2	3626
SELENOF	3163
JAZF1	183
CLEC14A	0
TAAR9	0
H4-16	0
LRTM1	0
PGAM1	4460
BLCAP	465
SPACA6	38
EIF2S2	2967
OR2M3	0
OR2M2	0
TGM7	0
TM4SF4	1
LONRF1	401
MT1A	0
ATP9A	2
MIR4527HG	0
MIR4527	0
LRRN3	0
MIR4743	0
ADAM30	0
IL21	0
FOXA2	26
EDA2R	0
LOC100129878	0
ZNF141	1
OR52Z1	0
SMIM10L2B	0
CYP7A1	0
CYP4B1	0
MAML3	212
MIR4744	1
MIR1539	0
ZNF542P	3
SNORD58C	17
SNORD58A	9
SNORD58B	0
RAI14	0
CCNL1	705
SCARNA17	28
SNHG22	0
LY6G5B	0
DEFB107A	0
NTRK2	2
MIR4320	0
CARMIL3	0
ACSM1	0
PTGES3	6059
ITGAM	371
ZBTB14	275
ATP5MD	3684
HYAL1	12
LCLAT1	258
CTSE	2
AK8	12
TACR1	0
ANO9	9
PDPN	0
LINC01630	1
TMEM156	229
MIR4528	0
LINC01919	0
LINC01917	0
SNORA37	1
C1QTNF2	2
MMP14	38
GOLGA8J	29
GPNMB	18
STH	0
PRR23D2	0
MIR3680-1	0
LINC01929	0
ADGRF5	0
PFKFB3	624
CLEC18A	1
ITGB4	28
SFTPA1	0
ANKDD1B	5
STAT6	843
NXT2	1891
ADCY3	673
ZNF782	11
TCF4-AS1	0
MIR4529	0
LINC01415	0
LINC01416	0
LOC642484	2
LINC01905	0
LINC01539	6
LINC02565	0
SYNE1	200
NUP214	440
METTL9	1352
EXOSC3	772
ZDHHC9	273
CD5L	0
CHCHD2	12526
UBE4A	1103
MIR3591	0
HSD17B6	63
SNORA108	0
SLC3A1	8
TMEM50A	2223
LINC01926	1
AGO1	431
KCNJ5	31
OACYLP	0
AGK	456
KCNIP4	2
WNT10A	4
LINC01544	0
OSGEP	833
TMA7	6329
ZNF780A	136
C19orf47	328
PLCD1	12
CRB2	29
GBA3	2
LY6G6F	0
PABPC1L	50
LERFS	11
MINCR	209
NUTM2B-AS1	285
GPR150	0
SIRPA	1169
BLMH	0
ANKRD20A2	0
F8A1	234
LINC00305	0
LINC01924	0
LINC01538	0
PTH1R	0
CXCR2	129
PKD1	390
FGD1	0
UTP25	153
ALDH2	43
MIR5011	0
LOC643542	1
LINC01903	0
TMEM168	265
ASPDH	5
TARM1	1
LOC105372179	0
PCDH19	0
MAPRE1	4390
LSM5	1543
SPOUT1	656
LINC01909	0
LIVAR	0
LINC01910	0
LINC01541	0
LINC01899	0
POLR2L	2191
MRPL40	541
MIR548AV	0
LOC100505797	0
LINC02582	0
UBA1	9616
LINC01922	0
TYRP1	48
LINC01898	0
LOC339298	0
LINC01893	0
NUP42	619
LOC101927989	9
LINC00908	2
LINC00683	1
LINC01927	3
LINC01879	0
ZNF236-DT	138
EPOR	198
HIGD1B	7
LINC01029	0
PDZD3	1
AAAS	1131
ABCC1	731
NELFB	2261
PURG	5
SLC16A8	1
TMOD4	3
PLA2G7	0
LOC284240	2
LOC284241	3
DYNLL2	6015
RBFADN	5
PARD6G-AS1	3
LINC01002	19
USP36	975
MAML1	475
KRT3	0
OR1J2	0
DEFB118	0
TTC30A	10
LRRC19	1
MIR4745	0
PLPPR3	272
MIR3187	0
TTC1	576
DNAH8	10
ANP32E	13783
BMP5	0
PLAT	1
NUCKS1	8061
ROGDI	1124
SERPINB7	0
ZNF502	0
WNT8A	3
AMMECR1L	233
CIRBP-AS1	17
PTTG1	2144
WEE2	1
FGF19	1
MFSD10	3512
GPX3	1
MAGEA1	0
STMN3	983
SLC4A3	0
EGFL7	1
COL12A1	7
GP1BA	5
MIR1909	0
LOC100288123	38
HSPA9	13272
CSNK1G2-AS1	1
CUEDC1	642
GPR82	0
SPTLC1	424
PTHLH	0
MIR1227	0
MIR6789	0
MIR4321	6
CLEC11A	5043
ABCC11	0
MIR7108	0
LINC01775	0
MIR7850	0
PARP14	363
AK9	103
PTPN13	1
GPATCH2	103
VMO1	8
SLC12A9	1043
ZNF391	12
TEX36	0
LOC100996351	9
DHFR	3239
RASL10A	7
SUSD6	166
CACTIN-AS1	7
EMP2	0
LRRC8D	822
SGMS1	204
SNORD37	4
PRELP	1
EPHB4	641
NINJ2	341
CCL5	1270
METRN	482
NSF	676
NEUROG1	0
S100A7	0
UBC	9106
TRIOBP	664
MIR4746	1
TRUB2	932
JAML	10
COX6A1	5456
MIR7-3HG	0
ZXDC	730
HLF	1
ZNF300	1
ANKRD17	729
MIR4747	0
LSMEM2	6
ATAD5	399
ARHGAP23	392
PTPRB	171
FAP	0
MAF1	2376
APOBEC4	0
SERTM1	1
COMTD1	400
NMS	1
LOC101928844	0
MAST2	444
HMBS	936
LGALS3BP	66
VASN	3
LOC100128568	172
PRKAG3	0
MIR6885	0
MIR6790	0
MIR3940	0
KLK1	9
KISS1	0
PMP22	0
MIR6791	0
LRRC31	0
CDK9	1098
APPL2	162
ADGRE4P	0
FLJ25758	0
TMEM251	111
MINAR1	69
ARC	2
PRODH2	0
SCAF1	2060
ADRA2B	0
TCTE1	3
KIF27	46
HAVCR1	0
FADS6	0
MIR6792	0
SMPD1	107
ASIC5	0
NELFA	1474
IMPG1	0
PCDHA6	0
CTU1	563
NPW	9
SSX4B	0
CLEC4GP1	0
SVOPL	9
HNRNPA0	10158
GPR75	0
LYPLA2P2	81
CD33	786
ZNF853	1
CCL25	30
R3HDM1	538
FMO5	7
H2BC13	88
SCN4A	73
H2AC20	229
IGFBP5	1
SLC9A7	7
KDM2B	824
UGCG	306
CCDC92	452
RAB11B-AS1	66
MIR4999	1
VPS26A	1614
TTR	0
TTPA	0
ANHX	0
GOLGA8T	16
NPEPPSP1	80
MT1JP	0
PPP2CA	4028
PDGFRB	10
GFOD2	271
ZNF559-ZNF177	0
APOL5	0
PGA3	0
C12orf74	1
ZNF426-DT	0
ZNF561-AS1	43
OR2W5	0
ZNF812P	0
DENND10	455
LOC100505555	0
KANK2	1170
SPATC1	18
ZNF16	86
ADAMTS4	1
MIR5589	0
C3P1	0
TBC1D3K	0
SNORD105	0
SNORD105B	1
PDS5A	3659
TM2D2	303
MIR4322	3
MYO1F	3577
SIX4	0
PLAAT3	1
STK10	1020
PTGER1	1
MCOLN1	155
STK17B	603
SLC25A34	12
WAS	2818
TSPAN4	166
ZNF384	587
ILF3-DT	733
OTUD3	395
FLYWCH2	485
COPA	1676
BEX3	0
ADH6	0
ZNF695	0
PRF1	5
PRKX	1057
RELN	0
MIR4748	0
MIR6793	1
ANXA8	1
ERFL	74
METTL22	173
GPD2	181
HEATR5A	153
SLC35D1	61
ATP5F1D	5863
FRMD4B	204
CAMSAP1	370
MIR6886	0
GNA12	1506
A2M	4
LOC105372273	3
IGFL3	0
SLC41A1	414
PLAAT5	6
TENT5B	36
RARG	115
IL12RB1	29
KLF3	450
SLK	1185
PLEKHA2	763
ACP2	165
AARS2	500
MIR7974	0
ZDHHC2	424
HNRNPA1P10	310
ZNF833P	0
ANKAR	13
ZNF700	249
ZNF433-AS1	125
ZNF433	0
DNAH11	37
C1orf167	0
OR6B1	0
ZNF625-ZNF20	0
LOC100289333	2
ZNF563	0
DYDC1	0
ZNF442	1
ZNF799	26
SLC35G3	0
C16orf89	1
RCC1	6400
SNORD50A	5
FMO6P	0
KRTAP10-12	0
KRTAP12-4	0
KRTAP12-3	0
KRTAP10-8	0
KRTAP10-5	0
KRTAP10-2	0
KRTAP10-11	0
KRTAP10-1	0
KRTAP10-7	0
SNORD135	2
SNORD41	0
COMMD4	1510
MIR5684	0
PMAIP1	961
GOLM1	447
MIR6794	0
DNAJC10	1078
MIR5695	2
FARSA-AS1	7
KCTD1	196
MIR6515	0
BID	2045
NUP160	739
GPT2	644
RASSF1	1333
CD101	12
GGA1	973
LIPG	0
MED17	288
LOC284454	326
SLC35G5	3
ABO	0
MISP3	274
MIR1199	0
SPTY2D1OS	6
KIF18A	334
LOC100507373	57
STEAP2	2
LINC01841	1
LINC01842	0
OR56A3	0
NHEJ1	199
PEAK1	330
TM4SF1	1
PKNOX2	1
MIR639	0
TECR	2260
RACK1	20369
LHPP	675
CHRM1	0
CGB3	2
SNORA104	117
ABCG8	2
SVOP	0
FAM81A	317
SFTPB	1
MIR6795	0
GALNT8	28
SEC14L5	0
SMIM33	18
MIR1470	0
FAM160B1	288
KAT2B	235
TMEM38B	766
C11orf24	331
ELK4	263
SLC17A4	0
TCTA	358
CYP4F24P	0
DSG3	1
LINC00661	0
LINC00905	0
LINC01855	0
GTPBP2	1277
RPL21	1285
RPL19	30361
PURPL	117
HOXA-AS3	21
CIB3	15
RECQL4	2655
MIR30E	0
MIR130B	7
MIR99B	0
MIR301A	0
MIR101-2	0
MIR200A	0
MIR30C1	0
MIR194-2	0
MIR155	0
ARHGAP1	811
MIR370	0
MIR376C	0
MIR302C	0
MIR363	0
MIR361	0
CAPZA1	5655
ZC3H18	1074
ATP6V1A	1429
TLR5	1
GPR65	35
NWD1	24
SNORA118	0
PIK3R2	2241
SAMHD1	57
TMEM35A	0
PBOV1	1
KCNJ12	0
KLHL12	428
BISPR	179
HOXB1	1
AMACR	28
OPN3	127
IL17RE	337
XAGE2	0
NEURL4	459
LY9	67
RPRM	0
PITPNM2	36
FRY	69
SNORA68	19
CCT6A	9104
AGRP	3
PRSS48	0
IRGC	0
CPXM1	1075
SSR2	2420
SSR1	2654
LOC102725254	5
UNC13A	4
LOC729966	0
LIPT1	111
OR51H1	0
DEUP1	0
MFSD4A	4
CPNE1	1286
CCN4	0
CCN5	0
MIR3189	0
PYCR1	8
KCNA10	0
TNFRSF19	10
PNMA6F	0
SPINK1	3
CTHRC1	2
GNG10	14
REX1BD	1829
RPS15A	10343
THOC3	706
STARD5	23
TRIML2	0
DTD1-AS1	0
ZNF154	10
NRIP3	0
C11orf16	2
ALX1	0
COQ3	592
IP6K1	927
USF1	781
OR12D1	0
HOMER3-AS1	39
LOC100506388	0
C1orf127	25
SLC66A1	274
GPR88	1
KRT73	0
ZNF273	131
HTR2B	1
MYRFL	1
CKLF-CMTM1	1
LINC00663	13
C11orf58	3062
ZNF826P	0
CHCHD1	1380
ZNF626	5
JUNB	1538
ZNF714	140
LINC00526	105
LINC00641	56
LINC00664	0
LOC400682	0
XPO5	1618
LOC101929124	0
LINC01233	0
GOLGA2P9	0
LINC01785	0
LINC01859	0
LINC01858	0
IPO5P1	57
LINC01224	0
RBM4B	199
LOC100505851	0
EDAR	0
HAVCR1P1	1
LOC101927151	255
LOC100420587	3
LOC102724908	636
LINC00906	0
LOC102724958	1
LINC01532	0
LOC284395	0
SPINK9	0
TSG101	544
WIPF1	1241
CD209	0
LINC01791	1
THEG5	0
CES1	226
LINC01533	0
LINC01782	0
LOC400684	16
RHOXF2B	0
PRLH	0
CHST6	0
PLEKHA4	26
SNORA68B	2
ATG3	2421
C8orf34	2
NUDT12	0
DENND4C	561
GGH	0
TMEM182	58
CD70	167
SCUBE1	3
HARBI1	41
SF3B5	4085
NEGR1	339
ACVR2A	3
DEFB121	0
ARSH	0
EFCAB5	23
GNAZ	159
ZFPM2	5
SRA1	1099
SCGB1B2P	6
SCGB2B3P	1
CSTF3	1772
LINC01801	0
LINC00904	0
LINC01838	0
ZNF30-AS1	0
MS4A10	0
HPN-AS1	0
SLC37A4	1623
PRSS12	15
NCR1	1
HOXA3	84
HSPB8	0
GAPDHS	88
MYNN	187
LINC01531	0
ARAP3	428
WFDC5	0
ZNF554	26
SMIM23	0
ITPK1	1196
TMEM147-AS1	176
FHL3	485
MYO3A	0
LINC01766	0
NMRK1	55
ITGB8	0
GSTA5	0
ART4	1
UPK1A-AS1	0
SIRPB2	16
RAP1GAP2	286
NMNAT3	409
DERL1	989
PDZK1IP1	0
TRIM28	16887
ABHD17C	1273
IL36G	5
LINC01529	0
TMPRSS5	26
TG	4
CSNK2B	638
PLEKHH1	46
ZNF528	0
GALNT5	3
LOC105372383	4
PTGR2	242
CDH20	0
KIF5A	0
THAP8	38
GPBP1L1	1424
OBP2A	0
FADD	858
LRRC41	790
LOC100134317	0
LINC00665	0
SND1	4878
LOC644189	0
LOC728752	8
UBXN1	2990
ZNF529-AS1	56
TMEM155	0
FAM217A	0
TENM1	18
LINC01534	40
CACHD1	101
ZNF790-AS1	0
SH2D6	4
ZNF790	11
TRAPPC10	889
C10orf88	106
DCBLD2	231
TRERNA1	24
DUXAP10	0
MPO	46383
ZBTB7B	1217
MIR5196	0
MIR5195	0
MIR5692A2	0
MIR5692A1	0
LINC01230	0
IL11RA	83
LINC00320	0
PRNCR1	72
SNAPIN	426
PCLAF	5317
SESN3	251
LGALS14	0
DQX1	1
GSTM2	16
ZNF793-AS1	0
ZNF571-AS1	0
ZNF571	0
SV2C	0
ZNF573	1
LOC644554	0
LOC100631378	0
FCER2	54
SNORD152	0
OXT	2
RPS11	34209
DCPS	1220
FAM98C	307
OS9	2775
PRAMEF26	0
OR1G1	0
OR1E2	0
OR1E1	0
GADD45B	310
MIR433	0
MIR449A	0
MIR181A2	0
MIR147B	0
LOC105372397	0
HNRNPA2B1	58274
NECAB3	289
TRPC5OS	15
PRR9	0
AKAP9	825
UTP23	520
OR10H1	0
OR10H2	0
SLC6A16	3
RNF115	681
FAM20C	152
PROS1	610
CLEC1A	0
GAGE13	0
S100Z	265
SUN2	2438
SNORD175	1
SPINK13	0
INTS1	3965
LOC100129935	0
LGALS17A	0
TRAM2	368
SUPT20HL2	0
MIR6719	0
AP3B1	1065
CPEB3	72
CLUAP1	115
MED29	782
STK11IP	248
MIR6796	1
SAA4	0
RPAP1	712
DDC	6
CHPF	207
SNU13	3610
FBLN5	0
MOXD1	7
TBC1D10B	1215
MIA-RAB4B	0
RAB4B-EGLN2	1
SF3B4	2245
IGSF6	6
CYP2T1P	6
CHP2	0
CYP2G1P	0
CYP2B7P	0
PARP10	971
CXCL17	9
COMMD7	1209
FCRL1	0
ZNF764	113
MIR5100	0
LINC01480	2
TM9SF2	3189
LYPD4	0
MACROD2	2
ERP27	43
KXD1	2016
ZNF362	408
GLTPD2	17
LOC100505585	35
ZNF12	309
SEMA5A	1
FAF1	1937
TMEM248	1334
SUMO4	2
GABPA	542
ATN1	1062
DRP2	42
LOC100505622	0
MIR4323	0
KCTD7	112
SGPP2	13
OR4F15	0
SPATA31D1	0
GYS1	1001
SPAG9	804
LRRC8E	2
MIR8077	0
LOC101930071	0
LIPE-AS1	107
MAPT-AS1	0
SNHG7	1337
C3AR1	98
PSG8-AS1	0
PSG10P	0
ZNF98	0
TSPAN15	0
ACVR1B	220
PCDHGA6	10
LOC284344	0
SMIM14	322
PRG1	0
TEX101	0
DRAXIN	15
HTRA2	911
GAK	2428
LCN12	5
UGT2B28	0
NPFFR2	0
LYPD5	0
KATNA1	929
TMSB10	25284
LOC100505715	0
LOC101928063	4
LOC100379224	5
RAG1	22
ZNF227	209
ZNF233	5
APC2	544
GOLGB1	484
MOCS2	234
PABPC1L2A	0
MIR4531	0
RRBP1	985
MIR8085	0
SPDYE11	0
FBXO21	191
APOC1P1	0
APOC4-APOC2	0
IL6	0
PPP3CB	1171
OR51B5	0
GEMIN7-AS1	6
GYS2	0
APCS	0
APOF	0
ZNF672	454
CLEC16A	378
ZNF671	162
APLF	26
MIR6088	0
CDKN2AIPNL	1131
TRPM8	0
LANCL3	0
KIF9	214
SLC25A29	900
EML2-AS1	65
PLRG1	515
DM1-AS	0
CCDC105	0
RBMY1A3P	0
IGFL2-AS1	0
LOC93429	0
EGLN2	9
ANKRD18A	0
TSGA13	0
P3H1	965
PNMA8A	4
SEC61A1	5288
DACT3-AS1	3
PRRT4	449
SNAR-E	0
GDPGP1	34
CBX7	99
MOSPD3	962
MIR3190	0
MIR3191	0
ADPGK	1023
NAPA-AS1	12
MAATS1	0
SNORD23	28
NOP53-AS1	4
SNAR-A12	0
SNAR-A13	0
SNAR-C2	0
SNAR-C5	0
SNAR-C1	0
SNAR-A1	0
SNAR-A2	0
SNAR-A3	0
SNAR-A4	0
SNAR-A5	0
SNAR-A7	0
SNAR-A11	0
SNAR-A9	0
SNAR-A6	0
SNAR-A8	0
SNAR-A10	0
SNAR-A14	0
SNAR-C4	0
SNAR-C3	0
TMEM64	161
PROKR2	0
PHGR1	1
PLA2G4C-AS1	0
MTF1	259
TMEM231	101
MAZ	9194
ANKRD63	60
S100A8	1
TRAF5	0
ARFGAP2	1901
UBA5	1056
CCDC160	0
CARD8-AS1	219
KHDRBS2	0
PSMA7	5679
PSMB10	1492
MIR26A1	0
PTMS	5986
SEC1P	8
LOC105447645	0
FAM47E	3
LAMP1	5003
LAD1	0
MYF5	0
CD180	239
NUCB1-AS1	0
PSMD3	5758
APOBEC1	0
MIR6798	0
LOC101059948	7
SNAR-G2	0
KCNJ4	0
XBP1	6187
SNAR-G1	12
MIR4324	0
LOC101928295	4
ZNF274	322
WDR66	3
PTPN6	2751
SNORD32A	10
SNORD33	8
SNORD34	5
SNORD35A	40
SNORD35B	33
CLN3	368
ACVRL1	30
ARID1B	895
GALNT16	1
RASSF4	721
SNX2	2856
MIR5088	0
CNBP	10123
TBC1D8B	0
CFAP99	2
MIR6799	0
MIR6800	0
PTOV1-AS1	130
ATAD3A	3075
MIR4749	0
PTOV1-AS2	145
RPS6KA1	2929
MIR4750	1
MIR4751	0
ATP1A1	5330
TACR2	5
LOC400710	0
SNAR-B2	0
SNAR-B1	0
SNAR-D	0
BIVM	0
KIF26B	822
THRSP	0
CCDC87	1
EDEM2	16
NAPSB	0
FAT2	9
LAMA1	0
GRM3	0
PDZD9	4
FAAH	1289
KEL	2
RGS19	1024
ACSM2A	0
SOHLH1	0
SNAR-F	0
ITGA4	1149
UVRAG	450
LOC105372440	6
UEVLD	181
SNORD88B	20
SNORD88A	11
SNORD88C	6
LINC01869	1
LOC105372441	0
KLKP1	1
MIR216A	0
MIR217	0
GTPBP10	411
IFT172	123
CYBA	8065
COL3A1	1
DEFB127	0
SPATA3	0
DNER	0
OCA2	1
NR2E3	3
LOC101928517	79
SIGLEC17P	52
MIR8074	0
SIGLECL1	2
LINC01872	0
SSBP4	2536
CXCR1	0
KCNMB1	124
RPS4X	25865
CYP2C9	0
LINC01530	0
RELL2	536
SPACA6P-AS	0
FERMT2	10
TNFAIP8L2-SCNM1	0
CAPZB	5024
KCNK1	0
ZNF649-AS1	0
ZNF350-AS1	0
ZNF615	0
PTPRO	14
RANBP9	565
ZNF432	45
FAM236A	0
TBC1D26	0
MIR6801	0
ZNF610	1
ZNF528-AS1	0
H2BC1	0
ZNF137P	5
ZNF83	244
ANKRD33B	661
GADD45G	2
JTB	2385
DEFB109B	0
ZNF285	0
LRRC71	1
ZNF321P	0
ZNF816-ZNF321P	0
NTF3	1
ZNF702P	0
DOCK1	2
PSORS1C1	0
ASIC4	3
EYA2	0
NIBAN2	459
ZNF347	2
IGF2BP1	2
SBDS	1022
COPS7A	974
FAM90A27P	0
SON	4209
KRT24	0
TPM3P9	59
PKHD1	0
ACSM2B	0
LOC284379	0
MIR512-2	0
MIR1323	0
TRARG1	0
MIR515-2	0
MIR519E	0
MIR519C	0
MIR526B	0
SNORD86	0
MIR525	0
MIR523	0
MIR518F	0
MIR518B	0
MIR520C	0
MIR524	0
MIR517A	0
MIR521-2	0
MIR517B	0
MIR516B2	0
MIR526A2	0
MIR518E	0
MIR518A1	0
MIR518D	0
MIR516B1	0
MIR518A2	0
MIR517C	0
MIR520H	0
MIR521-1	0
MIR522	0
MIR527	0
MIR1283-2	0
RAB42	29
SLC26A10	0
PNO1	839
PLXDC2	0
DEFA5	0
TLN2	176
PLEKHG6	2
PIPOX	14
FAAP100	652
ADAMTS6	57
PGR	0
ZFP41	161
ZBTB25	132
NOMO2	152
STXBP4	77
ANTKMT	704
MAMDC4	150
MIR4752	0
TBX19	18
ZBTB34	154
WIPF3	7
LENG8-AS1	36
UBXN4	1152
ASIC2	0
KIR3DX1	149
SPDYE17	0
SPANXN3	0
DIAPH1	4555
MMP24OS	297
MIR8061	0
SEMA3C	0
RNF26	1510
MRPS24	8
LILRP2	2
LOC101928804	0
TOP1	2757
TEKT5	0
HIPK4	0
SLFN13	400
CD163L1	185
C1QL1	5
ACTL7A	0
HEPACAM2	0
AMPD2	843
BAALC-AS1	3
CHIT1	0
IQCA1	0
CCNT1	325
ALX3	50
NOTCH2NLB	195
MIR7975	0
SHANK1	129
MYO1C	57
CSNK1A1L	1
CRACR2A	52
MIR6804	1
MIR6802	0
MIR6803	0
ZNF90	0
MIR941-3	0
NTRK1	2
MIR6805	0
SNORD157	7
PPP1R1C	3
OR52E6	0
OR51T1	0
OR51L1	0
OR51I2	0
TMEM178A	9
CFD	641
GPR158	16
NLRP13	3
NLRP8	0
LMNTD2	43
LINC01864	0
ZSCAN5A	104
YBEY	112
ZNF582-AS1	2
ARHGAP36	0
DPM1	1093
ZNF667-AS1	0
VSTM4	3
ZIM2-AS1	0
MROH9	0
WASHC2A	25
PEG3-AS1	0
MIMT1	0
KCNA1	0
JAG1	173
ZNF460-AS1	9
ZNF460	42
SPEM1	0
SNX8	539
MIR371A	0
MIR367	0
MIR365B	0
MIR365A	0
MIR362	0
MIR296	0
MIR34B	0
SORCS2	37
SLC43A3	4339
ZNF549	128
REG4	0
CDRT15L2	0
ZNF416	42
CRYAA2	0
FCHO1	2058
DCHS2	2
ZNF586	35
C12orf49	895
FKBP1AP1	11
TEX22	134
UBE2CP5	136
C11orf42	1
LOC100128398	0
PSG7	0
SLC17A7	10
MNT	258
LINGO3	162
DSTYK	221
ZNF8-ERVK3-1	1
ERVK3-1	0
LOC105372480	48
MIR6806	0
A1BG-AS1	8
LOC105372483	6
MIR4754	0
LINC02560	0
MALL	0
ZNF446	128
ALMS1	314
MIR6807	0
TRIM15	0
MZF1-AS1	43
CENPBD1P1	660
PACC1	572
H3-2	1
SOX21	1
HYDIN2	9
CHRNA7	17
NPEPPS	1202
LINC01865	3
LINC01874	0
LINC01875	0
LOC105373352	0
KIF11	1765
LINC01115	2
LINC01939	0
SNTG2-AS1	0
TBX3	1
SLC4A2	1953
DIP2C	15
OGFRL1	1953
TNFAIP8L2	153
DNAH1	144
MAT2A	2777
MYH15	10
FBXO40	0
MTMR8	0
PACS2	685
ERCC6L	523
HHIP	1
DCAF13	2078
MYT1L-AS1	0
LINC01250	0
NFYA	631
ARHGAP11B	131
RNASEH1-AS1	232
DEFB123	0
NUF2	716
LINC01304	0
LOC105373394	0
LINC01249	0
LINC01248	0
LINC01810	0
SILC1	0
MIR7158	0
LOC400940	0
LINC01247	0
LINC01246	0
MIR7515HG	0
MIR7515	0
LINC00487	0
NRIR	0
BCO1	0
RAB22A	441
LOC101929452	1
LOC100506274	0
LOC101929551	16
LINC00298	2
LINC01814	1
ID2-AS1	8
ADAMTSL1	13
SAXO1	6
CCDC171	24
DEFB136	0
SKOR2	0
FOXD2-AS1	288
FAM30A	2
MARCHF6	1368
KIF2A	1820
RSRC1	803
PGAM5	3237
LOC101929882	0
TMEM67	20
HAND2-AS1	0
SH3BGRL2	0
MS4A8	3
SELENOO	1209
RAMAC	80
MAP1B	2
SNORA80B	2
ODC1-DT	25
ZNF629	541
NYAP1	1
PYGO2	847
RN7SL832P	21
RTKN	1
SLC18A1	0
ADGRB1	19
QRICH2	37
PDSS2	441
LINC01954	0
FLJ33534	0
LINC00570	1
PCDHGA7	3
AGAP3	1829
PSMA2	5087
DAZAP1	5859
C20orf202	1
PRAMEF4	0
USP17L29	0
MIR548S	0
MIR4262	0
MIR3681HG	10
MIR3681	0
MIR3125	0
LOC100506474	0
LINC00276	0
OSBPL1A	230
H2AB3	0
MAGI3	59
TMEM237	430
LINC01804	0
MYCNUT	0
FGR	36
NECTIN2	553
GACAT3	0
APEX2	849
LINC01376	0
MIR4757	0
LINC00954	1
TUFM	6707
LOC101928222	0
SLC25A16	221
ZNF888	23
BHMG1	5
CDH11	0
LTV1	1607
ADH4	0
LOC105373759	7
LOC100287387	3
HS1BP3-IT1	0
HOXC5	50
PTCH2	102
MIR520F	0
MIR497	0
LINC01822	0
LINC01884	0
ABCB10	492
STAT4	0
CENPA	946
PAK1IP1	692
CLEC2L	0
CDY1	0
C14orf119	486
PLXNA3	161
CBLL1	409
DCDC2C	0
DNAJC27-AS1	5
EFR3B	108
LINC01381	0
COL6A2	0
KLF12	0
CAPN7	456
TRAPPC8	523
KIAA0754	8
FRYL	709
CDK16	1996
PPP1R3D	77
PPP1R2	909
RPF2	1471
PHF12	782
TMEM160	1575
PHF10	853
LMOD1	3
COPG2	573
SHPK	199
NLRP9	1
GAREM2	2
ENG	878
MORN1	75
IFNA2	0
ZNF251	326
TMEM107	142
ANKRD65	3
FLG2	0
RB1CC1	732
FAM86B2	4
FBLN1	0
EPPIN-WFDC6	0
BET1	294
AGBL5-AS1	1
LGI1	0
C5orf17	1
NBDY	422
CGREF1	1
ADGRE1	25
SLC5A6	1400
TMEM185A	133
LOC339685	0
USP6NL	322
NR2E1	0
GTF3C2-AS1	0
KIF1C	876
IGDCC3	3
CIR1	324
BTBD8	8
IAPP	0
STX8	431
MS4A3	49
KCNK12	20
NXF2	0
MTERF3	466
POMP	1936
EPYC	0
TUBG2	27
EMG1	1679
ZZZ3	514
CCDC36	6
HMGB2	12451
PPP3CA	1072
LINC01460	0
RBKS	154
ASCL1	0
SPATA5	186
DRGX	0
MIR4263	5
LOC100505736	1
LOC100505716	3
FLJ31356	1
MSMO1	1011
ADAM9	465
FARSA	4860
HSPA4L	319
MGAT4B	1773
SNORD92	2
SNORD53	0
SNORD53B	2
C9orf85	203
LHFPL3	0
NUDT4B	0
LOC105374389	0
TMEM144	38
GRIN3B	87
SNORA10B	0
LINC01936	0
NOX1	22
SYDE2	23
AZI2	238
SDF4	5373
MOB3A	491
ZNF223	1
CA3	5
TIMM50	3768
TMEM88B	0
LINC01946	2
OR51D1	0
OR5T2	0
EIF1	7790
MRGPRG	1
TRANK1	284
CREBBP	501
CRABP1	0
RRS1	1299
SULF1	6
PIK3R3	13
MIR558	0
BIRC6-AS2	1
CELF1	918
MIR4765	0
LINC00486	0
ANO7	0
TMEM211	0
SEMA4C	155
LAX1	53
DISP3	14
STATH	0
RANBP2	1007
MIR4430	0
EEF1B2	7263
CFC1	0
SPANXN5	0
HS3ST4	0
RAP2B	1776
LOC105374454	2
LINC01317	1
MYADML	0
LINC01318	0
LINC01320	0
MIR548AD	0
CRIM1-DT	0
KCNA2	0
CNPY3-GNMT	1
NR3C2	23
AKAP10	270
KDM7A-DT	74
ATG9B	44
TXN	4350
LINC00211	5
PLA2G4A	671
RMDN2-AS1	0
CYP1B1-AS1	1
FRMD7	0
LINC01883	0
LINC02613	0
H1-6	0
KLRD1	1
DYNC2H1	161
DHX57	236
CXorf38	839
LOC375196	0
CDKL4	0
B3GALT4	0
B4GALT2	671
B4GALT4	321
MAP4K3-DT	45
THUMPD2	331
SLC8A1-AS1	1
SLC16A11	8
ATF2	368
HES7	23
LINC01913	0
LINC01914	0
C15orf39	1367
IDS	1080
LINC01819	2
LINC02580	3
LINC01126	12
NFS1	476
ATCAY	0
R3HCC1	534
METTL11B	0
ATXN3L	0
LHFPL1	0
